Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Duration_Days,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
02/03/2003,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,14819,30,נזק חלקי לתשתיות,96,18584,1622,קריטית,כן
26/04/2007,יפן,אסיה,צונאמי,גלים בגובה 13 מטר,185,2,נזק קל בלבד,121,16751,790,גבוהה,לא
03/12/2008,הודו,אסיה,רעידת אדמה,6.3 ריכטר,627,2,קריסת מערכות מוחלטת,192,27096,1694,קריטית,כן
16/11/2004,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,18279,42,נזק קל בלבד,220,12005,1957,קריטית,כן
16/08/2000,אינדונזיה,אסיה,צונאמי,גלים בגובה 13 מטר,229,3,קריסת מערכות מוחלטת,240,1116,923,קריטית,כן
07/06/2021,יפן,אסיה,רעידת אדמה,5.1 ריכטר,786,2,קריסת מערכות מוחלטת,221,47889,1878,קריטית,כן
26/01/2017,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 4 מטר,12,3,קריסת מערכות מוחלטת,255,2396,908,קריטית,כן
08/12/2010,קנדה,צפון אמריקה,רעידת אדמה,7.4 ריכטר,407,1,הרס נרחב,184,10598,1654,קריטית,כן
19/03/2010,איטליה,אירופה,רעידת אדמה,7.4 ריכטר,420,3,קריסת מערכות מוחלטת,161,1338,371,קריטית,כן
27/11/2003,איטליה,אירופה,שיטפון,מפלס מים 3.9 מטר,2128,16,הרס נרחב,56,41206,1294,קריטית,כן
12/01/2001,קנדה,צפון אמריקה,הוריקן,דרגה 2,12313,14,נזק קל בלבד,221,4760,254,קריטית,כן
15/04/2011,איטליה,אירופה,שריפת יער,סכנה קיצונית,16173,20,הרס נרחב,277,24148,1430,קריטית,כן
26/01/2021,קנדה,צפון אמריקה,צונאמי,גלים בגובה 9 מטר,294,3,נזק קל בלבד,272,34240,1165,קריטית,כן
01/02/2015,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 10 מטר,190,3,נזק חלקי לתשתיות,138,42709,1286,קריטית,כן
07/10/2020,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 2.4 מטר,2492,9,נזק קל בלבד,293,46336,1127,קריטית,כן
21/04/2012,איטליה,אירופה,שריפת יער,סכנה קיצונית,21807,16,הרס נרחב,197,5795,1956,קריטית,כן
24/03/2007,טורקיה,אירופה,שריפת יער,סכנה קיצונית,10432,12,נזק חלקי לתשתיות,52,25692,190,גבוהה,לא
07/11/2003,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.7 מטר,2225,25,קריסת מערכות מוחלטת,294,49870,534,קריטית,כן
30/08/2015,אינדונזיה,אסיה,צונאמי,גלים בגובה 12 מטר,33,2,קריסת מערכות מוחלטת,166,49830,710,קריטית,כן
07/12/2023,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,5578,6,קריסת מערכות מוחלטת,52,26661,1299,קריטית,כן
02/01/2016,קנדה,צפון אמריקה,רעידת אדמה,7.9 ריכטר,55,2,הרס נרחב,135,17804,1729,קריטית,כן
17/07/2002,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,14229,4,נזק חלקי לתשתיות,296,37218,1813,קריטית,כן
20/06/2025,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,12833,5,נזק קל בלבד,7,44684,988,גבוהה,כן
29/05/2001,איטליה,אירופה,שיטפון,מפלס מים 3.5 מטר,1888,21,הרס נרחב,63,49358,758,גבוהה,כן
01/03/2021,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,24665,31,נזק חלקי לתשתיות,287,27809,966,קריטית,כן
26/02/2009,טורקיה,אירופה,שיטפון,מפלס מים 3.0 מטר,306,16,הרס נרחב,23,29665,549,גבוהה,כן
05/10/2003,טורקיה,אירופה,הוריקן,דרגה 3,6815,14,קריסת מערכות מוחלטת,274,27972,632,קריטית,כן
02/09/2022,"ארה""ב",צפון אמריקה,רעידת אדמה,7.8 ריכטר,458,3,קריסת מערכות מוחלטת,152,33157,1176,קריטית,כן
28/04/2024,טורקיה,אירופה,שיטפון,מפלס מים 1.6 מטר,2783,15,הרס נרחב,266,31109,1569,קריטית,כן
28/09/2019,הודו,אסיה,רעידת אדמה,7.4 ריכטר,191,2,הרס נרחב,148,38930,641,גבוהה,כן
20/10/2005,קנדה,צפון אמריקה,הוריקן,דרגה 2,9832,5,הרס נרחב,43,34244,728,גבוהה,כן
11/02/2017,יפן,אסיה,הוריקן,דרגה 2,8245,3,נזק חלקי לתשתיות,272,17962,1545,קריטית,כן
08/06/2002,אוסטרליה,אוקיאניה,רעידת אדמה,5.6 ריכטר,507,1,נזק חלקי לתשתיות,179,38435,585,קריטית,כן
11/06/2022,הודו,אסיה,שיטפון,מפלס מים 0.8 מטר,1170,7,נזק קל בלבד,12,38807,324,בינונית,לא
05/03/2026,"ארה""ב",צפון אמריקה,רעידת אדמה,5.0 ריכטר,668,1,נזק קל בלבד,192,41941,707,קריטית,כן
23/03/2016,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 4.0 מטר,1407,26,נזק חלקי לתשתיות,86,25934,1704,קריטית,כן
25/04/2017,אינדונזיה,אסיה,רעידת אדמה,6.7 ריכטר,334,1,הרס נרחב,88,37315,1549,קריטית,כן
23/03/2019,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,12250,7,קריסת מערכות מוחלטת,218,13572,972,קריטית,כן
29/03/2013,קנדה,צפון אמריקה,הוריקן,דרגה 3,13734,14,קריסת מערכות מוחלטת,120,47346,1868,קריטית,כן
20/03/2025,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,10240,30,נזק קל בלבד,148,39831,1073,גבוהה,כן
10/04/2013,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 1.1 מטר,2211,11,נזק חלקי לתשתיות,27,584,1576,קריטית,כן
03/06/2013,אינדונזיה,אסיה,צונאמי,גלים בגובה 10 מטר,11,1,נזק חלקי לתשתיות,124,2558,1669,קריטית,כן
29/12/2016,אוסטרליה,אוקיאניה,רעידת אדמה,6.1 ריכטר,763,4,נזק קל בלבד,273,34562,87,קריטית,כן
21/05/2024,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 2.5 מטר,1163,12,נזק קל בלבד,20,43484,142,בינונית,לא
03/10/2003,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,4212,6,הרס נרחב,176,29771,1879,קריטית,כן
24/02/2005,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,9048,7,נזק קל בלבד,61,18456,271,גבוהה,כן
13/04/2006,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,8717,14,הרס נרחב,64,26959,844,גבוהה,לא
05/04/2002,מקסיקו,צפון אמריקה,רעידת אדמה,6.9 ריכטר,397,3,נזק חלקי לתשתיות,256,36633,1829,קריטית,כן
11/07/2022,קנדה,צפון אמריקה,שיטפון,מפלס מים 3.5 מטר,2070,30,קריסת מערכות מוחלטת,250,12275,1432,קריטית,כן
03/08/2018,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 7 מטר,186,2,הרס נרחב,176,24015,48,קריטית,כן
23/01/2008,איטליה,אירופה,הוריקן,דרגה 4,3109,9,נזק קל בלבד,78,10322,484,גבוהה,כן
24/09/2024,יפן,אסיה,שריפת יער,סכנה קיצונית,21945,29,נזק חלקי לתשתיות,246,30569,981,קריטית,כן
13/06/2021,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,11738,11,נזק קל בלבד,236,41309,1341,קריטית,כן
13/02/2006,טורקיה,אירופה,רעידת אדמה,4.6 ריכטר,751,3,הרס נרחב,99,13947,125,גבוהה,כן
04/03/2001,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 1.7 מטר,1180,16,קריסת מערכות מוחלטת,149,8423,1691,קריטית,כן
09/06/2019,קנדה,צפון אמריקה,רעידת אדמה,6.2 ריכטר,466,4,נזק חלקי לתשתיות,68,37859,332,גבוהה,כן
12/02/2017,איטליה,אירופה,רעידת אדמה,5.0 ריכטר,733,2,נזק קל בלבד,79,3813,138,גבוהה,כן
20/07/2015,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,20941,50,הרס נרחב,152,43476,690,קריטית,כן
03/04/2020,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,10520,34,קריסת מערכות מוחלטת,138,6407,914,קריטית,כן
31/03/2015,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,15971,23,קריסת מערכות מוחלטת,96,26551,580,קריטית,כן
19/06/2008,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 10 מטר,130,2,נזק חלקי לתשתיות,183,41490,1452,קריטית,כן
18/01/2015,איטליה,אירופה,שריפת יער,סכנה קיצונית,19838,47,נזק קל בלבד,95,22134,565,גבוהה,כן
02/12/2011,צ'ילה,דרום אמריקה,רעידת אדמה,6.2 ריכטר,446,2,הרס נרחב,7,47060,512,גבוהה,כן
23/07/2011,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,10559,52,נזק קל בלבד,97,29898,668,גבוהה,כן
16/08/2014,קנדה,צפון אמריקה,שיטפון,מפלס מים 3.3 מטר,2853,10,הרס נרחב,110,45632,946,גבוהה,לא
07/09/2016,אוסטרליה,אוקיאניה,רעידת אדמה,7.2 ריכטר,66,2,הרס נרחב,265,34493,696,קריטית,כן
28/05/2004,הודו,אסיה,שריפת יער,סכנה קיצונית,11824,38,הרס נרחב,202,39500,421,קריטית,כן
24/04/2000,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 0.9 מטר,2728,9,קריסת מערכות מוחלטת,210,34123,791,קריטית,כן
09/07/2000,איטליה,אירופה,שיטפון,מפלס מים 1.3 מטר,2798,13,הרס נרחב,128,356,1352,קריטית,כן
13/11/2022,מקסיקו,צפון אמריקה,רעידת אדמה,5.1 ריכטר,270,1,נזק קל בלבד,96,832,842,גבוהה,כן
24/03/2020,מקסיקו,צפון אמריקה,רעידת אדמה,6.0 ריכטר,307,2,נזק קל בלבד,212,13552,476,קריטית,כן
02/01/2006,טורקיה,אירופה,צונאמי,גלים בגובה 3 מטר,32,1,קריסת מערכות מוחלטת,157,27116,1793,קריטית,כן
30/09/2000,הודו,אסיה,צונאמי,גלים בגובה 7 מטר,73,1,קריסת מערכות מוחלטת,249,47467,1187,קריטית,כן
20/11/2015,הודו,אסיה,הוריקן,דרגה 2,8710,12,הרס נרחב,227,17508,124,קריטית,כן
07/11/2006,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.1 מטר,2077,6,נזק חלקי לתשתיות,156,5314,899,קריטית,כן
29/10/2018,קנדה,צפון אמריקה,צונאמי,גלים בגובה 5 מטר,48,2,נזק קל בלבד,122,323,1843,קריטית,כן
08/07/2019,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 2.1 מטר,561,30,נזק קל בלבד,272,34895,97,קריטית,כן
11/10/2001,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,45,3,קריסת מערכות מוחלטת,261,24616,1059,קריטית,כן
27/03/2000,הודו,אסיה,שיטפון,מפלס מים 2.5 מטר,2629,30,נזק חלקי לתשתיות,113,40038,396,גבוהה,כן
17/08/2006,איטליה,אירופה,צונאמי,גלים בגובה 6 מטר,191,3,נזק קל בלבד,73,40845,603,גבוהה,כן
17/10/2000,יפן,אסיה,הוריקן,דרגה 5,12575,6,נזק קל בלבד,123,38951,1567,קריטית,כן
05/02/2002,איטליה,אירופה,שיטפון,מפלס מים 0.6 מטר,1847,21,קריסת מערכות מוחלטת,199,12079,1033,קריטית,כן
15/03/2001,טורקיה,אירופה,צונאמי,גלים בגובה 2 מטר,138,1,קריסת מערכות מוחלטת,200,17842,1530,קריטית,כן
15/03/2015,איטליה,אירופה,צונאמי,גלים בגובה 7 מטר,144,2,הרס נרחב,158,14559,619,קריטית,כן
07/04/2001,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,23931,22,נזק קל בלבד,126,37233,1029,גבוהה,כן
03/12/2009,קנדה,צפון אמריקה,שיטפון,מפלס מים 1.4 מטר,1481,13,קריסת מערכות מוחלטת,101,7536,180,קריטית,כן
12/02/2020,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 2.4 מטר,186,8,נזק חלקי לתשתיות,267,31356,1538,קריטית,כן
28/06/2018,אוסטרליה,אוקיאניה,רעידת אדמה,6.1 ריכטר,509,2,הרס נרחב,0,42434,346,גבוהה,לא
28/02/2004,"ארה""ב",צפון אמריקה,רעידת אדמה,5.2 ריכטר,167,1,נזק חלקי לתשתיות,125,32691,408,גבוהה,כן
21/02/2000,הודו,אסיה,שריפת יער,סכנה קיצונית,19973,16,הרס נרחב,42,35497,122,גבוהה,כן
14/01/2013,איטליה,אירופה,צונאמי,גלים בגובה 5 מטר,109,1,הרס נרחב,261,34896,969,קריטית,כן
15/11/2014,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.2 מטר,2517,18,הרס נרחב,169,36749,1147,קריטית,כן
28/10/2013,הודו,אסיה,רעידת אדמה,5.5 ריכטר,571,4,נזק קל בלבד,179,49683,129,קריטית,כן
07/02/2007,אינדונזיה,אסיה,שיטפון,מפלס מים 1.1 מטר,2584,23,נזק חלקי לתשתיות,223,37019,1941,קריטית,כן
10/06/2000,יפן,אסיה,צונאמי,גלים בגובה 14 מטר,56,2,קריסת מערכות מוחלטת,20,2220,34,קריטית,כן
09/05/2009,אינדונזיה,אסיה,צונאמי,גלים בגובה 11 מטר,262,2,קריסת מערכות מוחלטת,58,18482,916,קריטית,כן
20/06/2001,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,11978,55,נזק חלקי לתשתיות,122,16968,444,גבוהה,כן
01/07/2004,יפן,אסיה,רעידת אדמה,6.0 ריכטר,182,3,הרס נרחב,68,43772,1288,קריטית,כן
23/10/2009,איטליה,אירופה,צונאמי,גלים בגובה 11 מטר,217,1,קריסת מערכות מוחלטת,151,14866,464,קריטית,כן
06/09/2016,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,5058,31,קריסת מערכות מוחלטת,159,4220,1210,קריטית,כן
14/02/2007,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,2930,59,קריסת מערכות מוחלטת,172,32960,1000,קריטית,כן
20/10/2012,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,13207,11,נזק קל בלבד,280,17857,1713,קריטית,כן
02/11/2013,איטליה,אירופה,רעידת אדמה,5.8 ריכטר,347,1,נזק קל בלבד,107,18362,98,גבוהה,לא
24/03/2001,איטליה,אירופה,צונאמי,גלים בגובה 5 מטר,96,2,נזק חלקי לתשתיות,224,49988,980,קריטית,כן
13/09/2010,טורקיה,אירופה,רעידת אדמה,4.7 ריכטר,100,1,נזק חלקי לתשתיות,283,28143,398,קריטית,כן
13/06/2015,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 6 מטר,125,1,נזק קל בלבד,222,7592,671,קריטית,כן
18/03/2007,טורקיה,אירופה,רעידת אדמה,7.4 ריכטר,739,1,קריסת מערכות מוחלטת,150,37741,1298,קריטית,כן
15/08/2002,הודו,אסיה,צונאמי,גלים בגובה 11 מטר,55,2,נזק קל בלבד,188,14638,145,קריטית,כן
03/11/2016,איטליה,אירופה,הוריקן,דרגה 1,7991,7,נזק חלקי לתשתיות,56,13446,796,גבוהה,כן
12/01/2022,אינדונזיה,אסיה,רעידת אדמה,7.7 ריכטר,743,1,נזק חלקי לתשתיות,277,32178,844,קריטית,כן
26/07/2019,קנדה,צפון אמריקה,הוריקן,דרגה 5,1405,4,קריסת מערכות מוחלטת,183,18189,1135,קריטית,כן
11/04/2016,הודו,אסיה,צונאמי,גלים בגובה 14 מטר,199,1,נזק קל בלבד,70,40830,978,גבוהה,לא
28/04/2001,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 14 מטר,19,1,הרס נרחב,208,34232,353,קריטית,כן
08/06/2025,אינדונזיה,אסיה,שיטפון,מפלס מים 1.4 מטר,331,20,קריסת מערכות מוחלטת,286,10466,1356,קריטית,כן
24/12/2000,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 4 מטר,24,2,קריסת מערכות מוחלטת,101,26997,53,קריטית,כן
30/12/2008,אינדונזיה,אסיה,רעידת אדמה,5.8 ריכטר,597,2,קריסת מערכות מוחלטת,211,18267,322,קריטית,כן
01/01/2004,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 1.3 מטר,2403,18,נזק חלקי לתשתיות,190,8502,215,קריטית,כן
02/04/2018,אוסטרליה,אוקיאניה,רעידת אדמה,4.7 ריכטר,181,4,קריסת מערכות מוחלטת,80,32897,577,קריטית,כן
26/05/2006,הודו,אסיה,שריפת יער,סכנה קיצונית,2637,49,קריסת מערכות מוחלטת,246,10623,1267,קריטית,כן
31/01/2014,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 15 מטר,222,1,נזק קל בלבד,61,1814,610,גבוהה,לא
23/03/2013,אינדונזיה,אסיה,רעידת אדמה,6.6 ריכטר,186,3,נזק חלקי לתשתיות,231,19705,1086,קריטית,כן
12/03/2010,טורקיה,אירופה,שריפת יער,סכנה קיצונית,3245,12,נזק חלקי לתשתיות,145,17056,912,גבוהה,לא
