Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
21/08/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,10628,קריסת מערכות מוחלטת,246,525,594,קריטית,כן
15/01/2010,יפן,אסיה,הוריקן,דרגה 4,3160,קריסת מערכות מוחלטת,103,20517,697,קריטית,כן
09/01/2000,הודו,אסיה,הוריקן,דרגה 1,6822,קריסת מערכות מוחלטת,143,26759,1477,קריטית,כן
21/11/2005,קנדה,צפון אמריקה,הוריקן,דרגה 5,6244,קריסת מערכות מוחלטת,26,4734,1522,קריטית,כן
16/04/2025,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,5251,קריסת מערכות מוחלטת,262,26655,588,קריטית,כן
24/06/2025,אינדונזיה,אסיה,הוריקן,דרגה 5,10551,קריסת מערכות מוחלטת,155,42830,1669,קריטית,כן
28/06/2001,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,5471,קריסת מערכות מוחלטת,125,18483,99,קריטית,כן
24/03/2005,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,9396,קריסת מערכות מוחלטת,62,36506,1442,קריטית,כן
10/03/2014,קנדה,צפון אמריקה,הוריקן,דרגה 4,14725,קריסת מערכות מוחלטת,195,18488,984,קריטית,כן
05/10/2013,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,14433,קריסת מערכות מוחלטת,211,44788,1141,קריטית,כן
17/08/2015,יפן,אסיה,הוריקן,דרגה 4,14975,קריסת מערכות מוחלטת,299,43423,70,קריטית,כן
29/07/2013,אינדונזיה,אסיה,הוריקן,דרגה 4,5037,קריסת מערכות מוחלטת,1,31195,71,קריטית,כן
21/04/2006,אינדונזיה,אסיה,הוריקן,דרגה 1,1227,קריסת מערכות מוחלטת,232,47468,372,קריטית,כן
19/08/2012,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,12384,קריסת מערכות מוחלטת,53,40447,1261,קריטית,כן
23/07/2014,יפן,אסיה,הוריקן,דרגה 3,7489,קריסת מערכות מוחלטת,22,30556,1500,קריטית,כן
14/02/2014,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,4098,קריסת מערכות מוחלטת,244,49625,1332,קריטית,כן
23/10/2023,אינדונזיה,אסיה,הוריקן,דרגה 4,11249,קריסת מערכות מוחלטת,3,8977,1580,קריטית,כן
12/08/2013,טורקיה,אירופה,הוריקן,דרגה 4,14049,קריסת מערכות מוחלטת,300,37128,1422,קריטית,כן
09/03/2011,טורקיה,אירופה,הוריקן,דרגה 1,3590,קריסת מערכות מוחלטת,222,45658,571,קריטית,כן
21/07/2004,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,9665,קריסת מערכות מוחלטת,58,39348,144,קריטית,כן
05/03/2018,קנדה,צפון אמריקה,הוריקן,דרגה 3,11837,קריסת מערכות מוחלטת,60,5290,1707,קריטית,כן
31/01/2025,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,13832,קריסת מערכות מוחלטת,267,5400,546,קריטית,כן
02/03/2005,יפן,אסיה,הוריקן,דרגה 1,4210,קריסת מערכות מוחלטת,232,15141,1208,קריטית,כן
30/08/2020,הודו,אסיה,הוריקן,דרגה 4,12529,קריסת מערכות מוחלטת,105,13816,379,קריטית,כן
15/03/2026,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,9103,קריסת מערכות מוחלטת,32,31570,589,קריטית,כן
29/07/2013,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,1814,קריסת מערכות מוחלטת,149,2758,1741,קריטית,כן
09/11/2011,איטליה,אירופה,הוריקן,דרגה 2,12091,קריסת מערכות מוחלטת,27,21763,703,קריטית,כן
12/04/2006,טורקיה,אירופה,הוריקן,דרגה 4,6475,קריסת מערכות מוחלטת,215,27560,489,קריטית,כן
16/12/2017,יפן,אסיה,הוריקן,דרגה 2,7702,קריסת מערכות מוחלטת,120,47359,1223,קריטית,כן
15/02/2006,אינדונזיה,אסיה,הוריקן,דרגה 1,6798,קריסת מערכות מוחלטת,70,42048,326,קריטית,כן
28/04/2007,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,4811,קריסת מערכות מוחלטת,71,4550,1060,קריטית,כן
07/08/2021,אינדונזיה,אסיה,הוריקן,דרגה 5,3718,קריסת מערכות מוחלטת,6,35680,1569,קריטית,כן
26/07/2013,קנדה,צפון אמריקה,הוריקן,דרגה 1,11764,קריסת מערכות מוחלטת,256,38699,638,קריטית,כן
16/10/2018,קנדה,צפון אמריקה,הוריקן,דרגה 4,14078,קריסת מערכות מוחלטת,255,34535,820,קריטית,כן
04/12/2007,הודו,אסיה,הוריקן,דרגה 4,13263,קריסת מערכות מוחלטת,8,10997,460,קריטית,כן
24/09/2018,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,11160,קריסת מערכות מוחלטת,67,24845,958,קריטית,כן
05/08/2014,הודו,אסיה,הוריקן,דרגה 5,10907,קריסת מערכות מוחלטת,210,6379,1728,קריטית,כן
06/01/2007,איטליה,אירופה,הוריקן,דרגה 2,11499,קריסת מערכות מוחלטת,115,5636,609,קריטית,כן
20/07/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,10849,קריסת מערכות מוחלטת,111,15219,715,קריטית,כן
01/10/2000,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,3790,קריסת מערכות מוחלטת,177,12305,400,קריטית,כן
01/07/2019,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,11539,קריסת מערכות מוחלטת,187,37438,7,קריטית,כן
11/06/2012,יפן,אסיה,הוריקן,דרגה 3,4576,קריסת מערכות מוחלטת,292,8351,1536,קריטית,כן
25/05/2013,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,3634,קריסת מערכות מוחלטת,213,31254,1632,קריטית,כן
31/08/2014,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,3346,קריסת מערכות מוחלטת,157,39014,506,קריטית,כן
22/01/2000,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,6856,קריסת מערכות מוחלטת,73,16887,774,קריטית,כן
04/01/2011,קנדה,צפון אמריקה,הוריקן,דרגה 4,11741,קריסת מערכות מוחלטת,80,3607,1736,קריטית,כן
04/04/2008,אינדונזיה,אסיה,הוריקן,דרגה 5,7187,קריסת מערכות מוחלטת,87,28001,1427,קריטית,כן
08/11/2024,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,10266,קריסת מערכות מוחלטת,2,39165,1620,קריטית,כן
12/09/2000,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,8830,קריסת מערכות מוחלטת,260,19991,78,קריטית,כן
07/07/2019,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,13839,קריסת מערכות מוחלטת,5,18883,450,קריטית,כן
15/04/2013,יפן,אסיה,הוריקן,דרגה 4,13328,קריסת מערכות מוחלטת,65,31771,1033,קריטית,כן
07/06/2004,איטליה,אירופה,הוריקן,דרגה 3,6746,קריסת מערכות מוחלטת,15,16302,1583,קריטית,כן
04/05/2003,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,2290,קריסת מערכות מוחלטת,281,30277,465,קריטית,כן
28/02/2000,איטליה,אירופה,הוריקן,דרגה 1,12212,קריסת מערכות מוחלטת,244,11271,1077,קריטית,כן
01/01/2003,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,4900,קריסת מערכות מוחלטת,100,41957,252,קריטית,כן
08/10/2006,איטליה,אירופה,הוריקן,דרגה 1,7253,קריסת מערכות מוחלטת,115,26244,1915,קריטית,כן
09/12/2016,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,12268,קריסת מערכות מוחלטת,225,8341,717,קריטית,כן
09/09/2005,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,9960,קריסת מערכות מוחלטת,213,11882,398,קריטית,כן
14/07/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,13851,קריסת מערכות מוחלטת,70,18028,505,קריטית,כן
08/05/2017,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,4421,קריסת מערכות מוחלטת,255,48003,956,קריטית,כן
01/12/2011,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,2139,קריסת מערכות מוחלטת,255,730,1810,קריטית,כן
16/03/2003,טורקיה,אירופה,הוריקן,דרגה 5,11260,קריסת מערכות מוחלטת,123,37457,1583,קריטית,כן
29/12/2013,טורקיה,אירופה,הוריקן,דרגה 2,5497,קריסת מערכות מוחלטת,250,8813,1531,קריטית,כן
05/07/2008,קנדה,צפון אמריקה,הוריקן,דרגה 1,2088,קריסת מערכות מוחלטת,64,14156,1622,קריטית,כן
10/07/2005,יפן,אסיה,הוריקן,דרגה 3,7975,קריסת מערכות מוחלטת,222,32336,84,קריטית,כן
23/08/2005,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,4021,קריסת מערכות מוחלטת,43,7705,1040,קריטית,כן
24/03/2004,טורקיה,אירופה,הוריקן,דרגה 2,2983,קריסת מערכות מוחלטת,134,37353,802,קריטית,כן
26/04/2011,טורקיה,אירופה,הוריקן,דרגה 3,2989,קריסת מערכות מוחלטת,64,37043,425,קריטית,כן
16/03/2024,הודו,אסיה,הוריקן,דרגה 5,3456,קריסת מערכות מוחלטת,267,17860,509,קריטית,כן
04/01/2013,אינדונזיה,אסיה,הוריקן,דרגה 3,5183,קריסת מערכות מוחלטת,96,31432,1612,קריטית,כן
21/08/2002,טורקיה,אירופה,הוריקן,דרגה 2,7010,קריסת מערכות מוחלטת,5,30983,311,קריטית,כן
12/07/2024,אינדונזיה,אסיה,הוריקן,דרגה 1,9599,קריסת מערכות מוחלטת,250,47927,1888,קריטית,כן
17/11/2003,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,10399,קריסת מערכות מוחלטת,36,19644,143,קריטית,כן
25/09/2000,קנדה,צפון אמריקה,הוריקן,דרגה 2,2253,קריסת מערכות מוחלטת,284,28927,156,קריטית,כן
05/02/2007,קנדה,צפון אמריקה,הוריקן,דרגה 5,3227,קריסת מערכות מוחלטת,199,6562,691,קריטית,כן
21/03/2007,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,13841,קריסת מערכות מוחלטת,278,10172,113,קריטית,כן
18/02/2008,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,11277,קריסת מערכות מוחלטת,249,39004,1206,קריטית,כן
02/03/2007,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,2845,קריסת מערכות מוחלטת,222,31084,1076,קריטית,כן
19/07/2016,הודו,אסיה,הוריקן,דרגה 5,13486,קריסת מערכות מוחלטת,39,30740,694,קריטית,כן
25/10/2003,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,11821,קריסת מערכות מוחלטת,293,36991,657,קריטית,כן
03/09/2009,איטליה,אירופה,הוריקן,דרגה 4,2657,קריסת מערכות מוחלטת,138,1804,1561,קריטית,כן
10/11/2008,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,3287,קריסת מערכות מוחלטת,280,30666,1322,קריטית,כן
18/01/2012,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,8021,קריסת מערכות מוחלטת,198,1697,418,קריטית,כן
23/08/2005,קנדה,צפון אמריקה,הוריקן,דרגה 3,8175,קריסת מערכות מוחלטת,56,30075,247,קריטית,כן
29/03/2017,יפן,אסיה,הוריקן,דרגה 1,5959,קריסת מערכות מוחלטת,267,23106,780,קריטית,כן
31/01/2016,קנדה,צפון אמריקה,הוריקן,דרגה 5,13871,קריסת מערכות מוחלטת,123,31308,1548,קריטית,כן
29/03/2008,קנדה,צפון אמריקה,הוריקן,דרגה 5,7507,קריסת מערכות מוחלטת,262,39954,21,קריטית,כן
17/07/2016,קנדה,צפון אמריקה,הוריקן,דרגה 4,12249,קריסת מערכות מוחלטת,18,37987,1105,קריטית,כן
12/01/2003,אינדונזיה,אסיה,הוריקן,דרגה 3,13053,קריסת מערכות מוחלטת,268,12508,1967,קריטית,כן
23/10/2014,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,2374,קריסת מערכות מוחלטת,103,25252,1591,קריטית,כן
30/08/2018,איטליה,אירופה,הוריקן,דרגה 5,9221,קריסת מערכות מוחלטת,225,38259,1159,קריטית,כן
08/01/2018,הודו,אסיה,הוריקן,דרגה 3,2741,קריסת מערכות מוחלטת,286,31942,1919,קריטית,כן
23/04/2000,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,1591,קריסת מערכות מוחלטת,241,16687,216,קריטית,כן
30/01/2000,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,8971,קריסת מערכות מוחלטת,71,31872,1948,קריטית,כן
18/04/2012,טורקיה,אירופה,הוריקן,דרגה 3,4559,קריסת מערכות מוחלטת,82,1888,85,קריטית,כן
08/08/2010,קנדה,צפון אמריקה,הוריקן,דרגה 2,2014,קריסת מערכות מוחלטת,146,43957,1966,קריטית,כן
07/07/2019,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,11180,קריסת מערכות מוחלטת,106,45275,1091,קריטית,כן
25/11/2002,אינדונזיה,אסיה,הוריקן,דרגה 3,6746,קריסת מערכות מוחלטת,81,7840,860,קריטית,כן
11/11/2011,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,14482,קריסת מערכות מוחלטת,45,5068,992,קריטית,כן
14/08/2022,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,3813,קריסת מערכות מוחלטת,117,38165,698,קריטית,כן
22/08/2015,הודו,אסיה,הוריקן,דרגה 5,4384,קריסת מערכות מוחלטת,3,2381,985,קריטית,כן
24/03/2002,איטליה,אירופה,הוריקן,דרגה 2,8902,קריסת מערכות מוחלטת,235,21285,511,קריטית,כן
08/09/2025,הודו,אסיה,הוריקן,דרגה 4,7547,קריסת מערכות מוחלטת,186,21327,1560,קריטית,כן
08/05/2001,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,10052,קריסת מערכות מוחלטת,76,39485,1300,קריטית,כן
19/07/2015,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,14709,קריסת מערכות מוחלטת,19,35358,207,קריטית,כן
02/02/2008,איטליה,אירופה,הוריקן,דרגה 2,1277,קריסת מערכות מוחלטת,43,20691,1690,קריטית,כן
30/09/2000,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,3911,קריסת מערכות מוחלטת,164,23539,1300,קריטית,כן
02/09/2006,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,2858,קריסת מערכות מוחלטת,82,2602,1746,קריטית,כן
27/02/2000,אינדונזיה,אסיה,הוריקן,דרגה 2,2773,קריסת מערכות מוחלטת,2,16571,805,קריטית,כן
10/04/2019,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,2613,קריסת מערכות מוחלטת,103,43538,1569,קריטית,כן
02/08/2000,טורקיה,אירופה,הוריקן,דרגה 3,4485,קריסת מערכות מוחלטת,158,18124,1695,קריטית,כן
28/08/2011,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,2525,קריסת מערכות מוחלטת,97,7964,209,קריטית,כן
26/12/2016,טורקיה,אירופה,הוריקן,דרגה 2,7594,קריסת מערכות מוחלטת,38,14816,728,קריטית,כן
18/11/2008,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,7580,קריסת מערכות מוחלטת,38,18624,376,קריטית,כן
01/10/2003,איטליה,אירופה,הוריקן,דרגה 5,3030,קריסת מערכות מוחלטת,268,26229,1290,קריטית,כן
18/09/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,10777,קריסת מערכות מוחלטת,1,8976,48,קריטית,כן
19/06/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,7076,קריסת מערכות מוחלטת,254,15492,1779,קריטית,כן
04/06/2011,קנדה,צפון אמריקה,הוריקן,דרגה 3,12443,קריסת מערכות מוחלטת,91,46524,77,קריטית,כן
27/01/2015,יפן,אסיה,הוריקן,דרגה 5,5150,קריסת מערכות מוחלטת,86,14115,879,קריטית,כן
16/08/2016,טורקיה,אירופה,הוריקן,דרגה 2,7445,קריסת מערכות מוחלטת,55,48142,1340,קריטית,כן
